titre,description,date,lieu,prix,reduction,start_date,end_date,result_city,latitude,longitude
Viktor Nyberg Trio,"Baséà paris, le contrebassiste suédois viktor nyberg est l'un des piliers de la scène européenne depuis dix ans...",Le jeudi 15 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -18%,2024-02-15,,Paris,48.859865,2.347731
Hommage À Michel Legrand Avec Nicolas Folmer Quintet,"En 2023, il sort un album "" michel legrand stories "", un nouveau projet qui met en partage le monde de michel legrand...",Le vendredi 16 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -32%,2024-02-16,,Paris,48.859865,2.347731
Hommage À Alain Souchon + Jam Manouche Animée Par Julien Cattiaux,La jam manouche est le nouveau rendez-vous du sunside !,Le dimanche 18 février 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-02-18,,Paris,48.859865,2.347731
Hommage À Stan Getz Avec David Sauzay,La jam session est le rendez-vous indispensable pour un club de jazz digne de ce nom ! c'est la rencontre entre musiciens réputés et jeunes talents.,Le lundi 19 février 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-02-19,,Paris,48.859865,2.347731
Kirk Lightsey Quartet Ft. Alex Hitchcock,"Kirk lightsey, légende américaine du piano jazz retrouve sangoma everett, steve watts et alex hitchcock pour un concert unique.",Le mardi 20 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -21%,2024-02-20,,Paris,48.859865,2.347731
Ramsay Rawson & Paris Bossa Nova,"Ramsay rawson, chanteur parisien venu tout droit de new york, nous invite à la rencontre de la bossa nova et les standards internationaux.",Le mercredi 21 février 2024,"60 rue des lombards, 75001 Paris","16,50€",jusqu'à -25%,2024-02-21,,Paris,48.859865,2.347731
Hommage À Carmen Mcrae Avec Leslie Lewis,"Funky ella, avec leslie lewis, a re´ussi un admirable tour de force en nous faisant rede´couvrir quelques oeuvres...",Le mercredi 21 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-21,,Paris,48.859865,2.347731
Hommage À Chet Baker Avec Robin Mansanti Quartet,"Robin mansanti chante, en héritier direct de chet baker. après quelques secondes, tant de pureté et de douceur imposent le silence.",Le jeudi 22 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-22,,Paris,48.859865,2.347731
Pierrick Pedron Quartet,Le saxophoniste pierrick pédron est aujourd'hui la figure incontournable de la scène jazz française.,Le vendredi 23 février 2024,"60 rue des lombards, 75001 Paris","27,00€",jusqu'à -16%,2024-02-23,,Paris,48.859865,2.347731
"Yann Cole Swing'N'Blues Quintet : Hommage À Louis Jordan, Ray Charles Et La Musique Des 50s-60s","Influencé par ray charles, louis jordan, bb king, le swing et le blues des années 50...",Le samedi 24 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -32%,2024-02-24,,Paris,48.859865,2.347731
Hommage À Art Blakey Et Les Jazz Messengers Les 10 Ans Des Concerts Thématiques De Jacques Vidal & Lionel Eskenazi,Les concerts thématiques de jacques vidal présentés par lionel eskenazi : le rendez-vous mensuel incontournable au sunside.,Le dimanche 25 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-25,,Paris,48.859865,2.347731
Hommage À Cedar Walton Avec Les Blakettes,La jam session est le rendez-vous indispensable pour un club de jazz digne de ce nom ! c'est la rencontre entre musiciens réputés et jeunes talents.,Le lundi 26 février 2024,"60 rue des lombards, 75001 Paris","1,00€",Gratuit,2024-02-26,,Paris,48.859865,2.347731
Stefan Patry : In Time,"Stefan patry pre´sente aujourd'hui a` travers son nouvel opus "" in time "" , un voyage a` travers le temps, notre temps...",Le jeudi 29 février 2024,"60 rue des lombards, 75001 Paris","22,00€",jusqu'à -27%,2024-02-29,,Paris,48.859865,2.347731
Clémentine Stépanoff En Concert,"Un voyage d'émotion, de douceur et de liberté.",Le jeudi 25 janvier 2024,"6 impasse Lamier, 75011 Paris","16,50€",jusqu'à -25%,2024-01-25,,Paris,48.857788,2.388862
Sanseverino,Sanseverino en solo avec un programme selon l'humeur et un concert hommage à béranger.,Du jeudi 4 avril 2024 au mercredi 17 avril 2024,"6 impasse Lamier, 75011 Paris","18,50€",jusqu'à -26%,2024-04-04,2024-04-17,Paris,48.857788,2.388862
Lise Cabaret Trio : La Vie Est Belle Il Faudra Qu'On S'Y Fasse,"Le rock maîtrisé à la perfection, une voix tant forte que posée sur un texte qui ne peut vous tromper sur l'univers de lise.",Le mardi 16 avril 2024,"6 impasse Lamier, 75011 Paris","16,50€",jusqu'à -25%,2024-04-16,,Paris,48.857788,2.388862
L'Art De La Variation,"Le pianiste prodige ingmar lazar joue bach, mendelssohn et franck",Le jeudi 25 janvier 2024,"24, rue de Pierre Nicole, 75005 Paris","12,70€",jusqu'à -20%,2024-01-25,,Paris,48.840985,2.339557
Chansons Intemporelles Récital Voix & Pianoforte,On ne sait jamais ce qu'il y a dans les coeurs... quatre concerts exceptionnels avec la pianofortiste laure colladant et la soprano morgane collomb.,Du jeudi 25 janvier 2024 au dimanche 11 février 2024,"80, allée Darius Milhaud, 75019 Paris","12,95€",jusqu'à -20%,2024-01-25,2024-02-11,Paris,48.885938,2.393208
"Si Tu Ne M'Aimes Pas, Je T'Aime, Mais Si Je T'Aime... Prends Garde À Toi !","Rencontrez ces héroïnes romantiques, amoureuses inconditionnelles ou amantes dangereuses, qui réjouissent nos oreilles depuis plus d'un siècle.",Le vendredi 26 janvier 2024,"47, Rue Ramey, 75018 Paris","10,00€",jusqu'à -54%,2024-01-26,,Paris,48.889739,2.345913
In My 80'S Spectacle Seul,Préparez-vous à danser et chanter dans une époque où tout semble possible.,Du vendredi 26 janvier 2024 au vendredi 21 juin 2024,"777 Pont de Flandres, 59000 Lille","31,90€",,2024-01-26,2024-06-21,Lille,50.627419,3.05376
In My 80'S Cocktail-Spectacle,"Plongez dans une époque mythique, celle des années 80, avec ce spectacle captivant qui vous fera revivre les moments les plus emblématiques de cette décennie.",Du vendredi 26 janvier 2024 au vendredi 21 juin 2024,"777 Pont de Flandres, 59000 Lille","39,90€",,2024-01-26,2024-06-21,Lille,50.627419,3.05376
Celui Qui Chante,Celui qui chante : une odyssée musicale à travers l'univers de michel berger,Le samedi 17 février 2024,"777 Pont de Flandres, 59000 Lille","35,90€",,2024-02-17,,Lille,50.627419,3.05376
Isabelle Boulay,"Entre tubes (parle-moi...) et reprises (de titres de ferré, cabrel...).",Le dimanche 17 mars 2024,"777 Pont de Flandres, 59000 Lille","38,90€",,2024-03-17,,Lille,50.627419,3.05376
Electro Deluxe,"Après 8 albums, une victoire du jazz et des concerts dans le monde entier, le groupe vous invite à célébrer une longévité rarissime dans le paysage musical.",Le dimanche 31 mars 2024,"777 Pont de Flandres, 59000 Lille","38,90€",,2024-03-31,,Lille,50.627419,3.05376
The Musical Box Commémore Genesis,The musical box commémore genesis !,Le dimanche 7 avril 2024,"777 Pont de Flandres, 59000 Lille","38,90€",,2024-04-07,,Lille,50.627419,3.05376
Aurélien Vivos : De L'Ombre À La Lumière,"Depuis sa victoire dans l'émission the voice, aurélien vivos vit un véritable conte de fée.",Le samedi 1 juin 2024,"777 Pont de Flandres, 59000 Lille","35,90€",,2024-06-01,,Lille,50.627419,3.05376
Maitres De Notre-Dame,Maitres de notre-dame,Du vendredi 26 janvier 2024 au vendredi 26 janvier 2024,"Musée du Louvre, 75001 Paris","17,00€",,2024-01-26,2024-01-26,Paris,48.863081,2.341985
Sextuor À Cordes Musiciens De L'Orchestre De Paris,Sextuor à cordes musiciens de l'orchestre de paris,Du samedi 20 avril 2024 au samedi 20 avril 2024,"Musée du Louvre, 75001 Paris","11,80€",,2024-04-20,2024-04-20,Paris,48.863081,2.341985
Gypsy Jam De L'Apostrophe,"Le boeuf de l'apostrophe ouvre sa scène tous les vendredis soir aux musiciens de jazz manouche, après un premier set en trio.",Du vendredi 26 janvier 2024 au vendredi 26 avril 2024,"23, rue de la Grange aux Belles, 75010 Paris","0,00€",Gratuit,2024-01-26,2024-04-26,Paris,48.874686,2.366291
Ferveur Sacrée: De Lalande À Haendel,Seule date de concert à paris ! dans une superbe église polychrome qui figure sur l'affiche. venez la découvrir !,Le samedi 27 janvier 2024,"4 bis rue Sainte Cécile, 75009 Paris","0,00€",Gratuit,2024-01-27,,Paris,48.873137,2.347216
Essaï En Concert,Préparez-vous à une expérience musicale qui vous fera décoller.,Le samedi 27 janvier 2024,"21 rue Yves Toudic, 75010 Paris","19,20€",jusqu'à -20%,2024-01-27,,Paris,48.870642,2.363078
U2 Addiction,The finest u2 tribute !,Le samedi 3 février 2024,"21 rue Yves Toudic, 75010 Paris","29,50€",jusqu'à -9%,2024-02-03,,Paris,48.870642,2.363078
Rock My Movie,"Rock my movie, les plus grands thèmes du cinéma en version rock !",Le lundi 4 mars 2024,"21 rue Yves Toudic, 75010 Paris","16,50€",jusqu'à -23%,2024-03-04,,Paris,48.870642,2.363078
Les Soignantes,Les soignantes en concert !,Le samedi 23 mars 2024,"21 rue Yves Toudic, 75010 Paris","28,00€",jusqu'à -20%,2024-03-23,,Paris,48.870642,2.363078
Philippe Lavil,Philippe lavil - concert unique à l'alhambra paris!,Le mercredi 15 mai 2024,"21 rue Yves Toudic, 75010 Paris","35,00€",,2024-05-15,,Paris,48.870642,2.363078
Concert Cassius Palmyre : Ensemble Vocal A Cappella,Embarquez dans un inoubliable voyage à travers plusieurs siècles de musique vocale !,Le dimanche 28 janvier 2024,"55 rue Manin, 75019 Paris","0,00€",Gratuit,2024-01-28,,Paris,48.881011,2.380004
Jazz & Class 2024,"Voyagez avec nos ensembles jazz et classique autour du monde, avec escales en californie, hongrie, new york, venezuela, pérou, afrique du sud...",Le dimanche 28 janvier 2024,"102 bis rue Vaugirard, 75006 Paris","9,95€",,2024-01-28,,Paris,48.846165,2.32363
Grand Concert Mozart & Bach Pour Orchestre Et Solistes,"Musica sconosciuta se produisant au château de versailles, palais des congrès.... est constitué de membres de l'opéra paris, radio france...",Le dimanche 28 janvier 2024,"59 rue Vercingétorix, 75014 Paris","0,00€",Gratuit,2024-01-28,,Paris,48.836187,2.316891
"Phil Rozen & Augusto Velloso Pampolha - Melancolia Des Choses - Concert, Installation Et Performance","Augusto et phil vous racontent la mélancolie des choses: le quotidien planté sur scène (fauteuils, vases, tapis, tableaux, lampes, piano, livres)",Le dimanche 28 janvier 2024,"17 rue François Miron, 75004 Paris","16,50€",,2024-01-28,,Paris,48.855752,2.357072
Linda Severdija Chante Ses Ballades Italiennes,"Linda severdija, originaire de dalmatie, elle a baigné depuis son jeune âge dans la musique traditionnelle et la variété italienne.",Le jeudi 1 février 2024,"17 rue François Miron, 75004 Paris","16,50€",,2024-02-01,,Paris,48.855752,2.357072
Chansons Cachées -Fanny Beaumon (Gnaf) Et Pascal Toussaint Featuring David-Johann Dray,""" chansons cachées "" est un projet musical pop et poétique de david-johann dray. avec entre autres fanny beaumont et pascal toussaint au chant.",Le mardi 27 février 2024,"17 rue François Miron, 75004 Paris","16,50€",,2024-02-27,,Paris,48.855752,2.357072
Spectacle Musical,"Bien plus qu'un simple spectacle musical, une célébration de la musique portée par la magie de ces voix et la complicité de ces artistes passionnés",Du dimanche 28 janvier 2024 au dimanche 28 avril 2024,"14 rue Trachel, bâtiment B, 06000 Nice","16,50€",jusqu'à -25%,2024-01-28,2024-04-28,Nice,43.706381,7.262538
Concert Violon Et Piano : Toma Bervetsky Et Karolina Tomaszewska,Concert de toma bervetsky (violon) et karolina tomaszewska (piano),Le dimanche 28 janvier 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-01-28,,Paris,48.858046,2.275407
Contrebrassens : Pauline Dupuy Et Michael Wookey,Pauline dupuy nous fait redécouvrir brassens dans des histoires choisies autour de la femme et de l'amour.,Du lundi 5 février 2024 au lundi 4 mars 2024,"95 rue de Passy, 75016 Paris","14,50€",jusqu'à -41%,2024-02-05,2024-03-04,Paris,48.858046,2.275407
Concert De Piano : Diana Cooper,Concert de diana cooper (piano),Le dimanche 11 février 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-02-11,,Paris,48.858046,2.275407
Concert De Piano : Juan Lorenzo Madariaga,Concert de juan lorenzo madariaga (piano),Le dimanche 25 février 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-02-25,,Paris,48.858046,2.275407
Concert De Piano : Myriam Babeaux-Cohen,Concert myriam babeaux-cohen (piano),Le dimanche 10 mars 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-03-10,,Paris,48.858046,2.275407
Concert Chant Et Piano : Laurine Martinez Et Benjamin Brunet,Concert de laurine martinez (chant) benjamin brunet (piano),Le dimanche 24 mars 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-03-24,,Paris,48.858046,2.275407
Concert De Piano : Ryutaro Suzuki,Concert de ryutaro suzuki (piano),Le dimanche 7 avril 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-04-07,,Paris,48.858046,2.275407
Concert Violoncelle Et Piano : Ségolène Thierry Et Qing Li,"Concert de ségolène thierry (violoncelle), qing li (piano, prix cortot 2020)",Le dimanche 21 avril 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-04-21,,Paris,48.858046,2.275407
Concert Violon Et Piano : Camille Theveneau Et Jodyline Gallavardin,Concert de camille theveneau (violon) jodyline gallavardin (piano),Le dimanche 5 mai 2024,"95 rue de Passy, 75016 Paris","12,95€",jusqu'à -33%,2024-05-05,,Paris,48.858046,2.275407
Concert De Musique Baroque,Ce programme sacré intense et flamboyant abordera les oeuvres de trois compositeurs dont le point commun est d'avoir séjourné à la cour de saxe.,Le dimanche 28 janvier 2024,"252, rue Saint Jacques, 75005 Paris","11,95€",jusqu'à -27%,2024-01-28,,Paris,48.843688,2.341585
Musique Sacrée,"Peu importe nos croyances, la musique sacrée fédère avec un effet magique sur l'être humain...",Du samedi 3 février 2024 au dimanche 4 février 2024,"252, rue Saint Jacques, 75005 Paris","22,00€",jusqu'à -12%,2024-02-03,2024-02-04,Paris,48.843688,2.341585
Musique De Chambre,"Elena rozanova, piano - annick roussin, violon - hélène dautry, violoncelle.",Le dimanche 28 janvier 2024,"78, rue Cardinet, 75017 Paris","17,50€",jusqu'à -35%,2024-01-28,,Paris,48.884204,2.309259
"Jean-Philippe Sylvestre, Récital De Piano",Chopin - scriabine - silvestrov - liszt,Le dimanche 28 janvier 2024,"78, rue Cardinet, 75017 Paris","17,50€",jusqu'à -35%,2024-01-28,,Paris,48.884204,2.309259
Masterclass De Jean-Philippe Collard,"Masterclass autour des oeuvres de gabriel fauré, à l'occasion du centième anniversaire de sa mort.",Le mardi 6 février 2024,"78, rue Cardinet, 75017 Paris","10,00€",,2024-02-06,,Paris,48.884204,2.309259
Pierre Hantaï Et Maude Gratton,"Par l'ensemble il convito, pierre hantaï et maude gratton, clavecins et direction",Le jeudi 8 février 2024,"78, rue Cardinet, 75017 Paris","27,00€",,2024-02-08,,Paris,48.884204,2.309259
Carte Blanche À Philippe Bianconi,"Imaginée comme une carte blanche, cette soirée met à l'honneur philippe bianconi, illustre professeur de l'école et grand soliste international.",Le lundi 4 mars 2024,"78, rue Cardinet, 75017 Paris","12,00€",,2024-03-04,,Paris,48.884204,2.309259
Soirée Henri Demarquette,"Venez découvrir le tout premier rendez-vous des ""concerts cantabile"" avec l'exceptionnel violoncelliste henri demarquette.",Le mardi 5 mars 2024,"78, rue Cardinet, 75017 Paris","27,50€",,2024-03-05,,Paris,48.884204,2.309259
L'Évasion Selon Bonis Et Vierne,"Pour découvrir, redécouvrir, ou savourer toujours plus de moment privilégiés avec les musiciens de l'orchestre de chambre de paris !",Le samedi 9 mars 2024,"78, rue Cardinet, 75017 Paris","16,50€",,2024-03-09,,Paris,48.884204,2.309259
Mozart / Dvorák : Quintettes À Cordes,"Pour découvrir, redécouvrir, ou savourer toujours plus de moments privilégiés avec les musiciens de l'orchestre de chambre de paris !",Le samedi 16 mars 2024,"78, rue Cardinet, 75017 Paris","16,50€",,2024-03-16,,Paris,48.884204,2.309259
Irakly Avaliani : L'Art Du Toucher,"Commençant par la sonate de mozart, suivie des intermezzi de brahms, ce concert termine par un coup de poing - la sonate n°6 de prokofiev",Le lundi 18 mars 2024,"78, rue Cardinet, 75017 Paris","12,95€",jusqu'à -21%,2024-03-18,,Paris,48.884204,2.309259
The Kraken Consort : Chantal Santon Jeffery Et Robert Getchell,"Folk songs et danses d'irlande et d'ecosse. kathrine oggie, the wraggle-taggle gypsies, the emigrant's farewell, si bheag si mhor...",Le mardi 19 mars 2024,"78, rue Cardinet, 75017 Paris","27,00€",,2024-03-19,,Paris,48.884204,2.309259
Masterclass Du Quatuor Modigliani,Le quatuor modigliani donne une masterclass de quatuor à un jeune ensemble issu du nouveau programme elite de l'ecole normale de musique de paris.,Le lundi 25 mars 2024,"78, rue Cardinet, 75017 Paris","10,00€",,2024-03-25,,Paris,48.884204,2.309259
Les Plus Belles Musiques Des Films De Miyazaki Paris,Les plus belles musiques des films de miyazaki | grissini project,Du mercredi 3 avril 2024 au jeudi 4 avril 2024,"78, rue Cardinet, 75017 Paris","38,00€",jusqu'à -11%,2024-04-03,2024-04-04,Paris,48.884204,2.309259
Sextuor À Cordes,"Pour découvrir, redécouvrir, ou savourer toujours plus de moments privilégiés avec les musiciens de l'orchestre de chambre de paris !",Le samedi 6 avril 2024,"78, rue Cardinet, 75017 Paris","16,50€",,2024-04-06,,Paris,48.884204,2.309259
Récital Huyk Lee,"Le 8 avril 2024 à 20h, retrouvez un concert exceptionnel de hyuk lee, prix cortot 2023.",Le lundi 8 avril 2024,"78, rue Cardinet, 75017 Paris","12,00€",,2024-04-08,,Paris,48.884204,2.309259
Julie Roset Et Lucile Richardot / Les Musiciens De Saint-Julien,"Lully, boësset, bacilly, lambert... airs de cour",Le lundi 22 avril 2024,"78, rue Cardinet, 75017 Paris","27,00€",,2024-04-22,,Paris,48.884204,2.309259
Ensemble Clément Janequin,"Florilège de la renaissance : janequin, sermisy, costeley, lassus, lejeune...",Le mardi 23 avril 2024,"78, rue Cardinet, 75017 Paris","27,00€",,2024-04-23,,Paris,48.884204,2.309259
Masterclass De Régis Pasquier,"Découvrez, avec cette saison des rencontres musicales de cortot, une masterclass de régis pasquier.",Le lundi 29 avril 2024,"78, rue Cardinet, 75017 Paris","10,00€",,2024-04-29,,Paris,48.884204,2.309259
Les Vents Chantés,"Pour découvrir, redécouvrir, ou savourer toujours plus de moment privilégiés avec les musiciens de l'orchestre de chambre de paris !",Le samedi 4 mai 2024,"78, rue Cardinet, 75017 Paris","16,50€",,2024-05-04,,Paris,48.884204,2.309259
Concert Des Lauréats,"Le 21 mai 2024, les élèves ayant obtenu leur artist diploma 2024 avec mention très bien viennent célébrer l'évènement sur la scène de la salle cortot.",Le mardi 21 mai 2024,"78, rue Cardinet, 75017 Paris","12,00€",,2024-05-21,,Paris,48.884204,2.309259
Debussy / Ravel,"Pour découvrir, redécouvrir, ou savourer toujours plus de moments privilégiés avec les musiciens de l'orchestre de chambre de paris !",Le samedi 1 juin 2024,"78, rue Cardinet, 75017 Paris","16,50€",,2024-06-01,,Paris,48.884204,2.309259
Concert Programme Elite,"Récital des élèves du programme elite des classes de piano, chant, flûte et violoncelle.",Le lundi 3 juin 2024,"78, rue Cardinet, 75017 Paris","12,00€",,2024-06-03,,Paris,48.884204,2.309259
Gloria A Té Donna,Venez célébrer la grande résistante danielle casanova autour des plus beaux airs d'opéra.,Le mardi 11 juin 2024,"78, rue Cardinet, 75017 Paris","27,50€",,2024-06-11,,Paris,48.884204,2.309259
Concert Programme Elite,"Le programme elite est un concept unique, un programme d'excellence préparant et accompagnant les grands artistes de demain.",Le lundi 17 juin 2024,"78, rue Cardinet, 75017 Paris","12,00€",,2024-06-17,,Paris,48.884204,2.309259
Brunard Connexion,Christophe & julien et leur univers de connexions jazz. tous les dimanches à 20h. jam au 3èmè set !,Du dimanche 28 janvier 2024 au dimanche 28 juillet 2024,"51, rue de la Harpe, 75005 Paris","0,00€",Gratuit,2024-01-28,2024-07-28,Paris,48.85159,2.343884
La Force Des Fleurs,Concert dans l'espace culturel bertin poirée,Le lundi 29 janvier 2024,"8 - 12 rue Bertin Poirée, 75001 Paris","9,95€",jusqu'à -48%,2024-01-29,,Paris,48.858693,2.34488
Gaden,Musique sankyoku et danse jiuta-mai proposé par l'ensemble gaden et la danseuse yûryô furusawa,Le jeudi 1 février 2024,"8 - 12 rue Bertin Poirée, 75001 Paris","9,95€",jusqu'à -48%,2024-02-01,,Paris,48.858693,2.34488
"Yusif Eyvazov, Ténor","Airs d'opéras et mélodies de leoncavallo, mascagni, respighi, zandonai, rachmaninov, moussorgski.",Le lundi 29 janvier 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-01-29,,Paris,48.873528,2.314195
Vivaldi Le Magnifique,"Vivaldi, maître de musique de l'ospedal della pietà à venise, écrivait pour les brillantes orphelines de cet hospice des concertos éblouissants.",Le mercredi 31 janvier 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-01-31,,Paris,48.873528,2.314195
Tristan Pfaff Et Ses Invités,"Chopin, schubert, hahn, fauré, godard, weill, lehar, schoenfield...",Le mercredi 7 février 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-02-07,,Paris,48.873528,2.314195
Alena Baeva / Vadym Kholodenko,"Beethoven, schubert, schumann, messiaen",Le mardi 27 février 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-02-27,,Paris,48.873528,2.314195
Orchestre Pasdeloup : Con Brio,"Concert romantique de l'orchestre pasdeloup à la salle gaveau avec la 8e de schubert, la 4e symphonie et le 2e concerto pour violon de mendelssohn.",Le samedi 2 mars 2024,"45, rue la Boétie, 75008 Paris","7,95€",jusqu'à -40%,2024-03-02,,Paris,48.873528,2.314195
"L'Arpeggiata, Christina Pluhar : Combattimento","Monteverdi, rossi, caccini, sartorio, ziani...",Le mardi 5 mars 2024,"45, rue la Boétie, 75008 Paris","16,50€",jusqu'à -37%,2024-03-05,,Paris,48.873528,2.314195
Récital Louis Lortie : Fauré Et Ses Admirateurs,Louis lortie s'est forgé une réputation internationale de musicien versatile acclamé par la critique pour la fraîcheur de ses interprétations.,Le mardi 12 mars 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-03-12,,Paris,48.873528,2.314195
"Nocturne Chopin, Nicolas Horvath, Récital De Piano","""un pianiste prodigieux"" © the newyorker ""sa virtuosité est prodigieuse"" © pizzicato",Le samedi 16 mars 2024,"45, rue la Boétie, 75008 Paris","24,50€",jusqu'à -10%,2024-03-16,,Paris,48.873528,2.314195
La Flûte Enchantée Opéra En Un Acte,Les jeunes chanteurs du dsjc relèvent le défi du haut de leurs jeunesse et leur passion.,Le dimanche 17 mars 2024,"45, rue la Boétie, 75008 Paris","10,95€",jusqu'à -50%,2024-03-17,,Paris,48.873528,2.314195
"2ème Concerto Pour Piano De J. Brahms Aristo Sham, Vainqueur Des Monte Carlo Piano Masters 2023","Salué par le new york times comme un pianiste ""dont le jeu allie clarté, élégance et technique abondante""",Le mercredi 20 mars 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-03-20,,Paris,48.873528,2.314195
Récital De Piano : Alexander Gadjiev,"Alexander a gagné le "" prix krystian zimerman pour la meilleure interprétation d'une sonate "" au 18e concours chopin à varsovie en 2022.",Le lundi 25 mars 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-03-25,,Paris,48.873528,2.314195
"Simon Ghraichy, Piano","""le pianiste qui secoue le classique"", le figaro",Le mardi 26 mars 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-03-26,,Paris,48.873528,2.314195
"Tim Mead, Robert Getchell, Les Musiciens De Saint-Julien","Lorsque henry purcell s'éteint le 21 novembre 1695, john blow reprend le poste de titulaire de l'orgue de westminster, qu'il avait lui-même remis entre les mains de son cher disciple en 1680.",Le mercredi 27 mars 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-03-27,,Paris,48.873528,2.314195
Placido Domingo,"Ténor et chef d'orchestre espagnol, placido domingo est l'un des derniers monstres sacrés de l'opéra.",Le jeudi 4 avril 2024,"45, rue la Boétie, 75008 Paris","54,00€",jusqu'à -28%,2024-04-04,,Paris,48.873528,2.314195
Concerto Pour Violon De J. Brahms,Iris scialom est lauréate du prix des violin masters de monte-carlo. cet orchestre est devenu un ensemble reconnu de la vie musicale parisienne.,Le lundi 27 mai 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-05-27,,Paris,48.873528,2.314195
Purcell : The Fairy Queen,"Après son king arthur qui a soulevé l'enthousiasme général la saison passée, vox luminis poursuit son exploration de la musique composée pour les théâtres londoniens par henry purcell.",Le jeudi 6 juin 2024,"45, rue la Boétie, 75008 Paris","27,00€",,2024-06-06,,Paris,48.873528,2.314195
Récital Bellom Et Margain,"Le pianiste ismaël margain se distingue par sa sensibilité. et, guillaume bellom a l'un des parcours les plus atypiques de sa génération.",Le vendredi 7 juin 2024,"45, rue la Boétie, 75008 Paris","32,50€",jusqu'à -14%,2024-06-07,,Paris,48.873528,2.314195
Thibault Cauvin,"Son nouvel album ""bach"", top des ventes et encensé par la critique, est disponible dès maintenant.",Le mardi 30 janvier 2024,"15, avenue Montaigne, 75008 Paris","34,50€",,2024-01-30,,Paris,48.865672,2.303279
Sunwook Kim / Clara-Jumi Kang / Edgar Moreau,Musique de chambre,Le mercredi 31 janvier 2024,"15, avenue Montaigne, 75008 Paris","26,00€",jusqu'à -14%,2024-01-31,,Paris,48.865672,2.303279
Didon Et Enée / Dido And Æneas,Concerts du dimanche matin,Le dimanche 4 février 2024,"15, avenue Montaigne, 75008 Paris","16,50€",jusqu'à -56%,2024-02-04,,Paris,48.865672,2.303279
Orchestre De Chambre De Paris / Christian Tetzlaff,Orchestre de chambre de paris et christian tetzlaff au violon et direction,Le mercredi 7 février 2024,"15, avenue Montaigne, 75008 Paris","15,50€",jusqu'à -16%,2024-02-07,,Paris,48.865672,2.303279
Adam Laloum Piano,Concerts du dimanche matin adam laloum | piano,Le dimanche 11 février 2024,"15, avenue Montaigne, 75008 Paris","16,50€",jusqu'à -56%,2024-02-11,,Paris,48.865672,2.303279
Sunwook Kim / Clara-Jumi Kang,Musique de chambre.,Le mardi 27 février 2024,"15, avenue Montaigne, 75008 Paris","26,00€",jusqu'à -14%,2024-02-27,,Paris,48.865672,2.303279
Igor Levit Piano,Récital de piano.,Le jeudi 29 février 2024,"15, avenue Montaigne, 75008 Paris","24,00€",jusqu'à -16%,2024-02-29,,Paris,48.865672,2.303279
Francesco Piemontesi,Récital de piano par francesco piemontesi,Le samedi 2 mars 2024,"15, avenue Montaigne, 75008 Paris","26,00€",jusqu'à -14%,2024-03-02,,Paris,48.865672,2.303279
Quatuor Praák / François Dumont / Frédéric Alcaraz,Concerts du dimanche matin,Le dimanche 3 mars 2024,"15, avenue Montaigne, 75008 Paris","16,50€",jusqu'à -56%,2024-03-03,,Paris,48.865672,2.303279
Seong-Jin Cho,Piano aux champs-elysées,Le mercredi 6 mars 2024,"15, avenue Montaigne, 75008 Paris","26,00€",jusqu'à -14%,2024-03-06,,Paris,48.865672,2.303279
Maxim Emelyanychev / Aylen Pritchin,Concerts du dimanche matin,Le dimanche 10 mars 2024,"15, avenue Montaigne, 75008 Paris","16,50€",jusqu'à -56%,2024-03-10,,Paris,48.865672,2.303279
